"Var1","Var2","value","pair","comparison","wing","side"
"KO-M-D-13K","KO-F-D-17N",0.0654555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-17N",0.0800222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-17N",0.0559888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-17N",0.0409,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-17N",0.0631444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-17N",0.0596222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-17N",0.0660333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-17N",0.0567888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-17N",0.0467,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-17N",0.0326333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-17N",0.0769333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-17N",0.0507444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-17N",0.056,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-17N",0.0507333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-17N",0.0559111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-17N",0.0362333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-17N",0.0427222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-18P",0.0220111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-18P",0.0494111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-18P",0.0364777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-18P",0.0629,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-18P",0.0563555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-18P",0.0252555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-18P",0.0408111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-18P",0.0224111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-18P",0.0287333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-18P",0.0262555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-18P",0.0270333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-18P",0.0397888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-18P",0.0600555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-18P",0.0420666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-18P",0.0414777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-18P",0.0234888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-18P",0.0428222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-18P",0.0218666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-18P",0.0439666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-18P",0.0367666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-20213G",0.0344222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-20213G",0.0338888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-20213G",0.0299333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-20213G",0.0568888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-20213G",0.0485444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-20213G",0.0371111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-20213G",0.0340444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-20213G",0.0349555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-20213G",0.0302333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-20213G",0.0396444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-20213G",0.0305333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-20213G",0.0260666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-20213G",0.0479111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-20213G",0.0450333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-20213G",0.0292,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-20213G",0.0289444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-20213G",0.0328333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-20213G",0.0349888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-20213G",0.0301555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-20213G",0.0326222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-20214E",0.0378333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-20214E",0.0455222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-20214E",0.0466555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-20214E",0.0699,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-20214E",0.0712666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-20214E",0.0355666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-20214E",0.0326555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-20214E",0.0417444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-20214E",0.0426444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-20214E",0.0440111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-20214E",0.0416111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-20214E",0.0339,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-20214E",0.0475222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-20214E",0.0618888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-20214E",0.0477888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-20214E",0.036,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-20214E",0.0441111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-20214E",0.0370666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-20214E",0.0366111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-20214E",0.0376777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-20219E",0.0398888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-20219E",0.0279777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-20219E",0.0422222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-20219E",0.0501111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-20219E",0.0618555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-20219E",0.0386666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-20219E",0.0257111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-20219E",0.0438222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-20219E",0.0396777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-20219E",0.0496,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-20219E",0.0382,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-20219E",0.0335333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-20219E",0.0327111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-20219E",0.0572555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-20219E",0.033,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-20219E",0.0389666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-20219E",0.0362111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-20219E",0.0423888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-20219E",0.0233777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-20219E",0.0252,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-2J",0.0498,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-2J",0.0329333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-2J",0.0502222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-2J",0.0547111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-2J",0.0661888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-2J",0.0500666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-2J",0.0320444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-2J",0.0580888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-2J",0.0473888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-2J",0.0625111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-2J",0.0492222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-2J",0.0421111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-2J",0.0264888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-2J",0.0641666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-2J",0.0382666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-2J",0.0494555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-2J",0.0334111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-2J",0.0493888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-2J",0.0298888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-2J",0.0367777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-2L",0.0544,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-2L",0.0481777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-2L",0.0436888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-2L",0.0341111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-2L",0.0320777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-2L",0.0646888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-2L",0.0560666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-2L",0.0564222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-2L",0.0445666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-2L",0.0670888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-2L",0.0511777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-2L",0.0634444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-2L",0.0573555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-2L",0.0335666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-2L",0.0424888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-2L",0.0572333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-2L",0.0510333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-2L",0.0557888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-2L",0.0510888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-2L",0.0574888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-2N",0.0469,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-2N",0.0352555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-2N",0.0461888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-2N",0.0521888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-2N",0.0579333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-2N",0.0475,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-2N",0.0361222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-2N",0.0536111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-2N",0.0437111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-2N",0.0588555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-2N",0.0439888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-2N",0.0467888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-2N",0.0269,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-2N",0.0554888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-2N",0.0354555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-2N",0.0492666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-2N",0.0308444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-2N",0.0443111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-2N",0.0346555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-2N",0.0382111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-31J",0.0363333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-31J",0.0228666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-31J",0.036,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-31J",0.0452666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-31J",0.0482555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-31J",0.0417777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-31J",0.0316888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-31J",0.0422666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-31J",0.0339888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-31J",0.0482,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-31J",0.0338666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-31J",0.037,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-31J",0.0304444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-31J",0.0466333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-31J",0.0241111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-31J",0.0395666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-31J",0.0305444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-31J",0.0418555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-31J",0.0236666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-31J",0.0328,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-4H",0.0344222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-4H",0.0280888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-4H",0.0336888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-4H",0.0493777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-4H",0.0445222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-4H",0.0389777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-4H",0.0336,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-4H",0.04,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-4H",0.0292333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-4H",0.0456444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-4H",0.0311777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-4H",0.0338222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-4H",0.0298666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-4H",0.0418333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-4H",0.0254,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-4H",0.0356777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-4H",0.0267666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-4H",0.0339,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-4H",0.0256,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-4H",0.0359111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-4J",0.0408777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-4J",0.0261444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-4J",0.0403222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-4J",0.0499444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-4J",0.0558222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-4J",0.0428333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-4J",0.0281,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-4J",0.0498333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-4J",0.0384444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-4J",0.0546111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-4J",0.0414333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-4J",0.0349222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-4J",0.0223222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-4J",0.0539333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-4J",0.0302111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-4J",0.0440888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-4J",0.0276888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-4J",0.0426444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-4J",0.0239222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-4J",0.0365444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-6C",0.0627,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-6C",0.0458111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-6C",0.0659,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-6C",0.0697222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-6C",0.0836,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-6C",0.0620555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-6C",0.0457888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-6C",0.0705666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-6C",0.0638888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-6C",0.0712333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-6C",0.0632111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-6C",0.0496777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-6C",0.0337222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-6C",0.0812,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-6C",0.0541222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-6C",0.0634222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-6C",0.0535333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-6C",0.0630444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-6C",0.0401,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-6C",0.0483444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-6N",0.0462333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-6N",0.0327888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-6N",0.0485222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-6N",0.0557222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-6N",0.0643555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-6N",0.0471666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-6N",0.0371222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-6N",0.0547666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-6N",0.0476222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-6N",0.0610777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-6N",0.0452111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-6N",0.0414111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-6N",0.0235888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-6N",0.0606666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-6N",0.0383,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-6N",0.0484666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-6N",0.0376666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-6N",0.0458888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-6N",0.0301,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-6N",0.0366333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-7A",0.0536444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-7A",0.0397111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-7A",0.0429333333333333,"mKO","(sex)","Left forewing","Ventral"
